,index,name of standard cell,number of fanout
434,8414,sky130_fd_sc_hd__dfxtp_2 U8202,3
435,8415,sky130_fd_sc_hd__dfxtp_2 U8203,3
436,8416,sky130_fd_sc_hd__dfxtp_2 U8204,3
437,8417,sky130_fd_sc_hd__dfxtp_2 U8205,3
438,8418,sky130_fd_sc_hd__dfxtp_2 U8206,3
439,8419,sky130_fd_sc_hd__dfxtp_2 U8207,3
440,8420,sky130_fd_sc_hd__dfxtp_2 U8208,3
441,8421,sky130_fd_sc_hd__dfxtp_2 U8209,3
442,8423,sky130_fd_sc_hd__dfxtp_2 U8210,3
443,8424,sky130_fd_sc_hd__dfxtp_2 U8211,3
444,8425,sky130_fd_sc_hd__dfxtp_2 U8212,3
445,8426,sky130_fd_sc_hd__dfxtp_2 U8213,3
446,8427,sky130_fd_sc_hd__dfxtp_2 U8214,3
447,8428,sky130_fd_sc_hd__dfxtp_2 U8215,3
448,8429,sky130_fd_sc_hd__dfxtp_2 U8216,3
449,8430,sky130_fd_sc_hd__dfxtp_2 U8217,3
450,8431,sky130_fd_sc_hd__dfxtp_2 U8218,3
451,8432,sky130_fd_sc_hd__dfxtp_2 U8219,3
452,8434,sky130_fd_sc_hd__dfxtp_2 U8220,3
453,8435,sky130_fd_sc_hd__dfxtp_2 U8221,3
454,8436,sky130_fd_sc_hd__dfxtp_2 U8222,3
455,8437,sky130_fd_sc_hd__dfxtp_2 U8223,70
456,8438,sky130_fd_sc_hd__dfxtp_2 U8224,65
457,8439,sky130_fd_sc_hd__dfxtp_2 U8225,64
458,8440,sky130_fd_sc_hd__dfxtp_2 U8226,63
459,8441,sky130_fd_sc_hd__dfxtp_2 U8227,62
460,8442,sky130_fd_sc_hd__dfxtp_2 U8228,61
461,8443,sky130_fd_sc_hd__dfxtp_2 U8229,60
462,8445,sky130_fd_sc_hd__dfxtp_2 U8230,59
463,8446,sky130_fd_sc_hd__dfxtp_2 U8231,58
464,8447,sky130_fd_sc_hd__dfxtp_2 U8232,57
465,8448,sky130_fd_sc_hd__dfxtp_2 U8233,56
466,8449,sky130_fd_sc_hd__dfxtp_2 U8234,55
467,8450,sky130_fd_sc_hd__dfxtp_2 U8235,54
468,8451,sky130_fd_sc_hd__dfxtp_2 U8236,53
469,8452,sky130_fd_sc_hd__dfxtp_2 U8237,52
470,8453,sky130_fd_sc_hd__dfxtp_2 U8238,51
471,8454,sky130_fd_sc_hd__dfxtp_2 U8239,50
472,8456,sky130_fd_sc_hd__dfxtp_2 U8240,49
473,8457,sky130_fd_sc_hd__dfxtp_2 U8241,48
474,8458,sky130_fd_sc_hd__dfxtp_2 U8242,47
475,8459,sky130_fd_sc_hd__dfxtp_2 U8243,46
476,8460,sky130_fd_sc_hd__dfxtp_2 U8244,45
477,8461,sky130_fd_sc_hd__dfxtp_2 U8245,44
478,8462,sky130_fd_sc_hd__dfxtp_2 U8246,43
479,8463,sky130_fd_sc_hd__dfxtp_2 U8247,42
480,8464,sky130_fd_sc_hd__dfxtp_2 U8248,41
481,8465,sky130_fd_sc_hd__dfxtp_2 U8249,40
482,8467,sky130_fd_sc_hd__dfxtp_2 U8250,39
483,8468,sky130_fd_sc_hd__dfxtp_2 U8251,38
484,8469,sky130_fd_sc_hd__dfxtp_2 U8252,37
485,8470,sky130_fd_sc_hd__dfxtp_2 U8253,36
486,8471,sky130_fd_sc_hd__dfxtp_2 U8254,35
487,8472,sky130_fd_sc_hd__dfxtp_2 U8255,34
488,8473,sky130_fd_sc_hd__dfxtp_2 U8256,33
489,8474,sky130_fd_sc_hd__dfxtp_2 U8257,32
490,8475,sky130_fd_sc_hd__dfxtp_2 U8258,31
491,8476,sky130_fd_sc_hd__dfxtp_2 U8259,30
492,8478,sky130_fd_sc_hd__dfxtp_2 U8260,29
493,8479,sky130_fd_sc_hd__dfxtp_2 U8261,28
494,8480,sky130_fd_sc_hd__dfxtp_2 U8262,27
495,8481,sky130_fd_sc_hd__dfxtp_2 U8263,26
496,8482,sky130_fd_sc_hd__dfxtp_2 U8264,25
497,8483,sky130_fd_sc_hd__dfxtp_2 U8265,24
498,8484,sky130_fd_sc_hd__dfxtp_2 U8266,23
499,8485,sky130_fd_sc_hd__dfxtp_2 U8267,22
500,8486,sky130_fd_sc_hd__dfxtp_2 U8268,21
501,8487,sky130_fd_sc_hd__dfxtp_2 U8269,20
502,8489,sky130_fd_sc_hd__dfxtp_2 U8270,19
503,8490,sky130_fd_sc_hd__dfxtp_2 U8271,18
504,8491,sky130_fd_sc_hd__dfxtp_2 U8272,17
505,8492,sky130_fd_sc_hd__dfxtp_2 U8273,16
506,8493,sky130_fd_sc_hd__dfxtp_2 U8274,15
507,8494,sky130_fd_sc_hd__dfxtp_2 U8275,14
508,8495,sky130_fd_sc_hd__dfxtp_2 U8276,13
509,8496,sky130_fd_sc_hd__dfxtp_2 U8277,12
510,8497,sky130_fd_sc_hd__dfxtp_2 U8278,11
511,8498,sky130_fd_sc_hd__dfxtp_2 U8279,10
512,8500,sky130_fd_sc_hd__dfxtp_2 U8280,9
513,8501,sky130_fd_sc_hd__dfxtp_2 U8281,8
514,8502,sky130_fd_sc_hd__dfxtp_2 U8282,7
515,8503,sky130_fd_sc_hd__dfxtp_2 U8283,6
516,8504,sky130_fd_sc_hd__dfxtp_2 U8284,5
517,8505,sky130_fd_sc_hd__dfxtp_2 U8285,4
518,8506,sky130_fd_sc_hd__dfxtp_2 U8286,3
519,8507,sky130_fd_sc_hd__dfxtp_2 U8287,2
520,8508,sky130_fd_sc_hd__dfxtp_2 U8288,71
521,8509,sky130_fd_sc_hd__dfxtp_2 U8289,962
522,8511,sky130_fd_sc_hd__dfxtp_2 U8290,930
523,8512,sky130_fd_sc_hd__dfxtp_2 U8291,898
524,8513,sky130_fd_sc_hd__dfxtp_2 U8292,866
525,8514,sky130_fd_sc_hd__dfxtp_2 U8293,834
526,8515,sky130_fd_sc_hd__dfxtp_2 U8294,802
527,8516,sky130_fd_sc_hd__dfxtp_2 U8295,770
528,8517,sky130_fd_sc_hd__dfxtp_2 U8296,738
529,8518,sky130_fd_sc_hd__dfxtp_2 U8297,706
530,8519,sky130_fd_sc_hd__dfxtp_2 U8298,674
531,8520,sky130_fd_sc_hd__dfxtp_2 U8299,642
532,8523,sky130_fd_sc_hd__dfxtp_2 U8300,610
533,8524,sky130_fd_sc_hd__dfxtp_2 U8301,578
534,8525,sky130_fd_sc_hd__dfxtp_2 U8302,546
535,8526,sky130_fd_sc_hd__dfxtp_2 U8303,514
536,8527,sky130_fd_sc_hd__dfxtp_2 U8304,482
537,8528,sky130_fd_sc_hd__dfxtp_2 U8305,450
538,8529,sky130_fd_sc_hd__dfxtp_2 U8306,418
539,8530,sky130_fd_sc_hd__dfxtp_2 U8307,386
540,8531,sky130_fd_sc_hd__dfxtp_2 U8308,354
541,8532,sky130_fd_sc_hd__dfxtp_2 U8309,322
542,8534,sky130_fd_sc_hd__dfxtp_2 U8310,290
543,8535,sky130_fd_sc_hd__dfxtp_2 U8311,258
544,8536,sky130_fd_sc_hd__dfxtp_2 U8312,226
545,8537,sky130_fd_sc_hd__dfxtp_2 U8313,194
546,8538,sky130_fd_sc_hd__dfxtp_2 U8314,162
547,8539,sky130_fd_sc_hd__dfxtp_2 U8315,130
548,8540,sky130_fd_sc_hd__dfxtp_2 U8316,98
549,8541,sky130_fd_sc_hd__dfxtp_2 U8317,66
550,8542,sky130_fd_sc_hd__dfxtp_2 U8318,34
551,8543,sky130_fd_sc_hd__dfxtp_2 U8319,32
552,8545,sky130_fd_sc_hd__dfxtp_2 U8320,32
553,8546,sky130_fd_sc_hd__dfxtp_2 U8321,31
554,8547,sky130_fd_sc_hd__dfxtp_2 U8322,30
555,8548,sky130_fd_sc_hd__dfxtp_2 U8323,29
556,8549,sky130_fd_sc_hd__dfxtp_2 U8324,28
557,8550,sky130_fd_sc_hd__dfxtp_2 U8325,27
558,8551,sky130_fd_sc_hd__dfxtp_2 U8326,26
559,8552,sky130_fd_sc_hd__dfxtp_2 U8327,25
560,8553,sky130_fd_sc_hd__dfxtp_2 U8328,24
561,8554,sky130_fd_sc_hd__dfxtp_2 U8329,23
562,8556,sky130_fd_sc_hd__dfxtp_2 U8330,22
563,8557,sky130_fd_sc_hd__dfxtp_2 U8331,21
564,8558,sky130_fd_sc_hd__dfxtp_2 U8332,20
565,8559,sky130_fd_sc_hd__dfxtp_2 U8333,19
566,8560,sky130_fd_sc_hd__dfxtp_2 U8334,18
567,8561,sky130_fd_sc_hd__dfxtp_2 U8335,17
568,8562,sky130_fd_sc_hd__dfxtp_2 U8336,16
569,8563,sky130_fd_sc_hd__dfxtp_2 U8337,15
570,8564,sky130_fd_sc_hd__dfxtp_2 U8338,14
571,8565,sky130_fd_sc_hd__dfxtp_2 U8339,13
572,8567,sky130_fd_sc_hd__dfxtp_2 U8340,12
573,8568,sky130_fd_sc_hd__dfxtp_2 U8341,11
574,8569,sky130_fd_sc_hd__dfxtp_2 U8342,10
575,8570,sky130_fd_sc_hd__dfxtp_2 U8343,9
576,8571,sky130_fd_sc_hd__dfxtp_2 U8344,8
577,8572,sky130_fd_sc_hd__dfxtp_2 U8345,7
578,8573,sky130_fd_sc_hd__dfxtp_2 U8346,6
579,8574,sky130_fd_sc_hd__dfxtp_2 U8347,5
580,8575,sky130_fd_sc_hd__dfxtp_2 U8348,4
581,8576,sky130_fd_sc_hd__dfxtp_2 U8349,3
582,8578,sky130_fd_sc_hd__dfxtp_2 U8350,65
583,8579,sky130_fd_sc_hd__dfxtp_2 U8351,64
584,8580,sky130_fd_sc_hd__dfxtp_2 U8352,63
585,8581,sky130_fd_sc_hd__dfxtp_2 U8353,62
586,8582,sky130_fd_sc_hd__dfxtp_2 U8354,61
587,8583,sky130_fd_sc_hd__dfxtp_2 U8355,60
588,8584,sky130_fd_sc_hd__dfxtp_2 U8356,59
589,8585,sky130_fd_sc_hd__dfxtp_2 U8357,58
590,8586,sky130_fd_sc_hd__dfxtp_2 U8358,57
591,8587,sky130_fd_sc_hd__dfxtp_2 U8359,56
592,8589,sky130_fd_sc_hd__dfxtp_2 U8360,55
593,8590,sky130_fd_sc_hd__dfxtp_2 U8361,54
594,8591,sky130_fd_sc_hd__dfxtp_2 U8362,53
595,8592,sky130_fd_sc_hd__dfxtp_2 U8363,52
596,8593,sky130_fd_sc_hd__dfxtp_2 U8364,51
597,8594,sky130_fd_sc_hd__dfxtp_2 U8365,50
598,8595,sky130_fd_sc_hd__dfxtp_2 U8366,49
599,8596,sky130_fd_sc_hd__dfxtp_2 U8367,48
600,8597,sky130_fd_sc_hd__dfxtp_2 U8368,47
601,8598,sky130_fd_sc_hd__dfxtp_2 U8369,46
602,8600,sky130_fd_sc_hd__dfxtp_2 U8370,45
603,8601,sky130_fd_sc_hd__dfxtp_2 U8371,44
604,8602,sky130_fd_sc_hd__dfxtp_2 U8372,43
605,8603,sky130_fd_sc_hd__dfxtp_2 U8373,42
606,8604,sky130_fd_sc_hd__dfxtp_2 U8374,41
607,8605,sky130_fd_sc_hd__dfxtp_2 U8375,40
608,8606,sky130_fd_sc_hd__dfxtp_2 U8376,39
609,8607,sky130_fd_sc_hd__dfxtp_2 U8377,38
610,8608,sky130_fd_sc_hd__dfxtp_2 U8378,37
611,8609,sky130_fd_sc_hd__dfxtp_2 U8379,36
612,8611,sky130_fd_sc_hd__dfxtp_2 U8380,35
613,8612,sky130_fd_sc_hd__dfxtp_2 U8381,34
614,8613,sky130_fd_sc_hd__dfxtp_2 U8382,33
615,8614,sky130_fd_sc_hd__dfxtp_2 U8383,32
616,8615,sky130_fd_sc_hd__dfxtp_2 U8384,31
617,8616,sky130_fd_sc_hd__dfxtp_2 U8385,30
618,8617,sky130_fd_sc_hd__dfxtp_2 U8386,29
619,8618,sky130_fd_sc_hd__dfxtp_2 U8387,28
620,8619,sky130_fd_sc_hd__dfxtp_2 U8388,27
621,8620,sky130_fd_sc_hd__dfxtp_2 U8389,26
622,8622,sky130_fd_sc_hd__dfxtp_2 U8390,25
623,8623,sky130_fd_sc_hd__dfxtp_2 U8391,24
624,8624,sky130_fd_sc_hd__dfxtp_2 U8392,23
625,8625,sky130_fd_sc_hd__dfxtp_2 U8393,22
626,8626,sky130_fd_sc_hd__dfxtp_2 U8394,21
627,8627,sky130_fd_sc_hd__dfxtp_2 U8395,20
628,8628,sky130_fd_sc_hd__dfxtp_2 U8396,19
629,8629,sky130_fd_sc_hd__dfxtp_2 U8397,18
630,8630,sky130_fd_sc_hd__dfxtp_2 U8398,17
631,8631,sky130_fd_sc_hd__dfxtp_2 U8399,16
632,8634,sky130_fd_sc_hd__dfxtp_2 U8400,15
633,8635,sky130_fd_sc_hd__dfxtp_2 U8401,14
634,8636,sky130_fd_sc_hd__dfxtp_2 U8402,13
635,8637,sky130_fd_sc_hd__dfxtp_2 U8403,12
636,8638,sky130_fd_sc_hd__dfxtp_2 U8404,11
637,8639,sky130_fd_sc_hd__dfxtp_2 U8405,10
638,8640,sky130_fd_sc_hd__dfxtp_2 U8406,9
639,8641,sky130_fd_sc_hd__dfxtp_2 U8407,8
640,8642,sky130_fd_sc_hd__dfxtp_2 U8408,7
641,8643,sky130_fd_sc_hd__dfxtp_2 U8409,6
642,8645,sky130_fd_sc_hd__dfxtp_2 U8410,5
643,8646,sky130_fd_sc_hd__dfxtp_2 U8411,4
644,8647,sky130_fd_sc_hd__dfxtp_2 U8412,3
645,8648,sky130_fd_sc_hd__dfxtp_2 U8413,2
646,8649,sky130_fd_sc_hd__dfxtp_2 U8414,13
647,8650,sky130_fd_sc_hd__dfxtp_2 U8415,31
648,8651,sky130_fd_sc_hd__dfxtp_2 U8416,63
649,8652,sky130_fd_sc_hd__dfxtp_2 U8417,63
650,8653,sky130_fd_sc_hd__dfxtp_2 U8418,62
651,8654,sky130_fd_sc_hd__dfxtp_2 U8419,61
652,8656,sky130_fd_sc_hd__dfxtp_2 U8420,60
653,8657,sky130_fd_sc_hd__dfxtp_2 U8421,59
654,8658,sky130_fd_sc_hd__dfxtp_2 U8422,58
655,8659,sky130_fd_sc_hd__dfxtp_2 U8423,57
656,8660,sky130_fd_sc_hd__dfxtp_2 U8424,56
657,8661,sky130_fd_sc_hd__dfxtp_2 U8425,55
658,8662,sky130_fd_sc_hd__dfxtp_2 U8426,54
659,8663,sky130_fd_sc_hd__dfxtp_2 U8427,53
660,8664,sky130_fd_sc_hd__dfxtp_2 U8428,52
661,8665,sky130_fd_sc_hd__dfxtp_2 U8429,51
662,8667,sky130_fd_sc_hd__dfxtp_2 U8430,50
663,8668,sky130_fd_sc_hd__dfxtp_2 U8431,49
664,8669,sky130_fd_sc_hd__dfxtp_2 U8432,48
665,8670,sky130_fd_sc_hd__dfxtp_2 U8433,47
666,8671,sky130_fd_sc_hd__dfxtp_2 U8434,46
667,8672,sky130_fd_sc_hd__dfxtp_2 U8435,45
668,8673,sky130_fd_sc_hd__dfxtp_2 U8436,44
669,8674,sky130_fd_sc_hd__dfxtp_2 U8437,43
670,8675,sky130_fd_sc_hd__dfxtp_2 U8438,42
671,8676,sky130_fd_sc_hd__dfxtp_2 U8439,41
672,8678,sky130_fd_sc_hd__dfxtp_2 U8440,40
673,8679,sky130_fd_sc_hd__dfxtp_2 U8441,39
674,8680,sky130_fd_sc_hd__dfxtp_2 U8442,38
675,8681,sky130_fd_sc_hd__dfxtp_2 U8443,37
676,8682,sky130_fd_sc_hd__dfxtp_2 U8444,36
677,8683,sky130_fd_sc_hd__dfxtp_2 U8445,35
678,8684,sky130_fd_sc_hd__dfxtp_2 U8446,34
679,8685,sky130_fd_sc_hd__dfxtp_2 U8447,1
680,8686,sky130_fd_sc_hd__dfxtp_2 U8448,1
681,8687,sky130_fd_sc_hd__dfxtp_2 U8449,1
682,8689,sky130_fd_sc_hd__dfxtp_2 U8450,1
683,8690,sky130_fd_sc_hd__dfxtp_2 U8451,1
684,8691,sky130_fd_sc_hd__dfxtp_2 U8452,1
685,8692,sky130_fd_sc_hd__dfxtp_2 U8453,1
686,8693,sky130_fd_sc_hd__dfxtp_2 U8454,1
687,8694,sky130_fd_sc_hd__dfxtp_2 U8455,1
688,8695,sky130_fd_sc_hd__dfxtp_2 U8456,1
689,8696,sky130_fd_sc_hd__dfxtp_2 U8457,1
690,8697,sky130_fd_sc_hd__dfxtp_2 U8458,1
691,8698,sky130_fd_sc_hd__dfxtp_2 U8459,1
692,8700,sky130_fd_sc_hd__dfxtp_2 U8460,1
693,8701,sky130_fd_sc_hd__dfxtp_2 U8461,1
694,8702,sky130_fd_sc_hd__dfxtp_2 U8462,1
695,8703,sky130_fd_sc_hd__dfxtp_2 U8463,1
696,8704,sky130_fd_sc_hd__dfxtp_2 U8464,1
697,8705,sky130_fd_sc_hd__dfxtp_2 U8465,1
698,8706,sky130_fd_sc_hd__dfxtp_2 U8466,1
699,8707,sky130_fd_sc_hd__dfxtp_2 U8467,1
700,8708,sky130_fd_sc_hd__dfxtp_2 U8468,1
701,8709,sky130_fd_sc_hd__dfxtp_2 U8469,1
702,8711,sky130_fd_sc_hd__dfxtp_2 U8470,1
703,8712,sky130_fd_sc_hd__dfxtp_2 U8471,1
704,8713,sky130_fd_sc_hd__dfxtp_2 U8472,1
705,8714,sky130_fd_sc_hd__dfxtp_2 U8473,1
706,8715,sky130_fd_sc_hd__dfxtp_2 U8474,1
707,8716,sky130_fd_sc_hd__dfxtp_2 U8475,1
708,8717,sky130_fd_sc_hd__dfxtp_2 U8476,1
709,8718,sky130_fd_sc_hd__dfxtp_2 U8477,84
710,8719,sky130_fd_sc_hd__dfxtp_2 U8478,132
711,8720,sky130_fd_sc_hd__dfxtp_2 U8479,132
712,8722,sky130_fd_sc_hd__dfxtp_2 U8480,164
713,8723,sky130_fd_sc_hd__dfxtp_2 U8481,173
714,8724,sky130_fd_sc_hd__dfxtp_2 U8482,41
715,8725,sky130_fd_sc_hd__dfxtp_2 U8483,41
716,8726,sky130_fd_sc_hd__dfxtp_2 U8484,40
717,8727,sky130_fd_sc_hd__dfxtp_2 U8485,39
718,8728,sky130_fd_sc_hd__dfxtp_2 U8486,38
719,8729,sky130_fd_sc_hd__dfxtp_2 U8487,37
720,8730,sky130_fd_sc_hd__dfxtp_2 U8488,36
721,8731,sky130_fd_sc_hd__dfxtp_2 U8489,35
722,8733,sky130_fd_sc_hd__dfxtp_2 U8490,32
723,8734,sky130_fd_sc_hd__dfxtp_2 U8491,31
724,8735,sky130_fd_sc_hd__dfxtp_2 U8492,30
725,8736,sky130_fd_sc_hd__dfxtp_2 U8493,29
726,8737,sky130_fd_sc_hd__dfxtp_2 U8494,28
727,8738,sky130_fd_sc_hd__dfxtp_2 U8495,27
728,8739,sky130_fd_sc_hd__dfxtp_2 U8496,26
729,8740,sky130_fd_sc_hd__dfxtp_2 U8497,25
730,8741,sky130_fd_sc_hd__dfxtp_2 U8498,23
731,8742,sky130_fd_sc_hd__dfxtp_2 U8499,22
732,8745,sky130_fd_sc_hd__dfxtp_2 U8500,21
733,8746,sky130_fd_sc_hd__dfxtp_2 U8501,20
734,8747,sky130_fd_sc_hd__dfxtp_2 U8502,19
735,8748,sky130_fd_sc_hd__dfxtp_2 U8503,18
736,8749,sky130_fd_sc_hd__dfxtp_2 U8504,17
737,8750,sky130_fd_sc_hd__dfxtp_2 U8505,16
738,8751,sky130_fd_sc_hd__dfxtp_2 U8506,15
739,8752,sky130_fd_sc_hd__dfxtp_2 U8507,14
740,8753,sky130_fd_sc_hd__dfxtp_2 U8508,13
741,8754,sky130_fd_sc_hd__dfxtp_2 U8509,12
742,8756,sky130_fd_sc_hd__dfxtp_2 U8510,11
743,8757,sky130_fd_sc_hd__dfxtp_2 U8511,10
744,8758,sky130_fd_sc_hd__dfxtp_2 U8512,9
745,8759,sky130_fd_sc_hd__dfxtp_2 U8513,8
746,8760,sky130_fd_sc_hd__dfxtp_2 U8514,1085
747,8761,sky130_fd_sc_hd__dfxtp_2 U8515,1055
748,8762,sky130_fd_sc_hd__dfxtp_2 U8516,1085
749,8763,sky130_fd_sc_hd__dfxtp_2 U8517,73
750,8764,sky130_fd_sc_hd__dfxtp_2 U8518,4
751,8765,sky130_fd_sc_hd__dfxtp_2 U8519,4
752,8767,sky130_fd_sc_hd__dfxtp_2 U8520,4
753,8768,sky130_fd_sc_hd__dfxtp_2 U8521,4
754,8769,sky130_fd_sc_hd__dfxtp_2 U8522,4
755,8770,sky130_fd_sc_hd__dfxtp_2 U8523,3
756,8771,sky130_fd_sc_hd__dfxtp_2 U8524,3
757,8772,sky130_fd_sc_hd__dfxtp_2 U8525,3
758,8773,sky130_fd_sc_hd__dfxtp_2 U8526,3
759,8774,sky130_fd_sc_hd__dfxtp_2 U8527,3
760,8775,sky130_fd_sc_hd__dfxtp_2 U8528,3
761,8776,sky130_fd_sc_hd__dfxtp_2 U8529,3
762,8778,sky130_fd_sc_hd__dfxtp_2 U8530,3
763,8779,sky130_fd_sc_hd__dfxtp_2 U8531,3
764,8780,sky130_fd_sc_hd__dfxtp_2 U8532,3
765,8781,sky130_fd_sc_hd__dfxtp_2 U8533,3
766,8782,sky130_fd_sc_hd__dfxtp_2 U8534,3
767,8783,sky130_fd_sc_hd__dfxtp_2 U8535,3
768,8784,sky130_fd_sc_hd__dfxtp_2 U8536,3
769,8785,sky130_fd_sc_hd__dfxtp_2 U8537,3
770,8786,sky130_fd_sc_hd__dfxtp_2 U8538,3
771,8787,sky130_fd_sc_hd__dfxtp_2 U8539,3
772,8789,sky130_fd_sc_hd__dfxtp_2 U8540,3
773,8790,sky130_fd_sc_hd__dfxtp_2 U8541,3
774,8791,sky130_fd_sc_hd__dfxtp_2 U8542,3
775,8792,sky130_fd_sc_hd__dfxtp_2 U8543,3
776,8793,sky130_fd_sc_hd__dfxtp_2 U8544,3
777,8794,sky130_fd_sc_hd__dfxtp_2 U8545,3
778,8795,sky130_fd_sc_hd__dfxtp_2 U8546,3
779,8796,sky130_fd_sc_hd__dfxtp_2 U8547,3
780,8797,sky130_fd_sc_hd__dfxtp_2 U8548,3
781,8798,sky130_fd_sc_hd__dfxtp_2 U8549,3
782,8800,sky130_fd_sc_hd__dfxtp_2 U8550,25
783,8801,sky130_fd_sc_hd__dfxtp_2 U8551,25
784,8802,sky130_fd_sc_hd__dfxtp_2 U8552,31
785,8803,sky130_fd_sc_hd__dfxtp_2 U8553,63
786,8804,sky130_fd_sc_hd__dfxtp_2 U8554,62
787,8805,sky130_fd_sc_hd__dfxtp_2 U8555,61
788,8806,sky130_fd_sc_hd__dfxtp_2 U8556,60
789,8807,sky130_fd_sc_hd__dfxtp_2 U8557,59
790,8808,sky130_fd_sc_hd__dfxtp_2 U8558,58
791,8809,sky130_fd_sc_hd__dfxtp_2 U8559,57
792,8811,sky130_fd_sc_hd__dfxtp_2 U8560,56
793,8812,sky130_fd_sc_hd__dfxtp_2 U8561,55
794,8813,sky130_fd_sc_hd__dfxtp_2 U8562,54
795,8814,sky130_fd_sc_hd__dfxtp_2 U8563,53
796,8815,sky130_fd_sc_hd__dfxtp_2 U8564,52
797,8816,sky130_fd_sc_hd__dfxtp_2 U8565,51
798,8817,sky130_fd_sc_hd__dfxtp_2 U8566,50
799,8818,sky130_fd_sc_hd__dfxtp_2 U8567,49
800,8819,sky130_fd_sc_hd__dfxtp_2 U8568,48
801,8820,sky130_fd_sc_hd__dfxtp_2 U8569,47
802,8822,sky130_fd_sc_hd__dfxtp_2 U8570,46
803,8823,sky130_fd_sc_hd__dfxtp_2 U8571,45
804,8824,sky130_fd_sc_hd__dfxtp_2 U8572,44
805,8825,sky130_fd_sc_hd__dfxtp_2 U8573,43
806,8826,sky130_fd_sc_hd__dfxtp_2 U8574,42
807,8827,sky130_fd_sc_hd__dfxtp_2 U8575,41
808,8828,sky130_fd_sc_hd__dfxtp_2 U8576,40
809,8829,sky130_fd_sc_hd__dfxtp_2 U8577,39
810,8830,sky130_fd_sc_hd__dfxtp_2 U8578,38
811,8831,sky130_fd_sc_hd__dfxtp_2 U8579,37
812,8833,sky130_fd_sc_hd__dfxtp_2 U8580,36
813,8834,sky130_fd_sc_hd__dfxtp_2 U8581,35
814,8835,sky130_fd_sc_hd__dfxtp_2 U8582,34
815,8836,sky130_fd_sc_hd__dfxtp_2 U8583,33
816,8837,sky130_fd_sc_hd__dfxtp_2 U8584,4
817,8838,sky130_fd_sc_hd__dfxtp_2 U8585,4
818,8839,sky130_fd_sc_hd__dfxtp_2 U8586,4
819,8840,sky130_fd_sc_hd__dfxtp_2 U8587,4
820,8841,sky130_fd_sc_hd__dfxtp_2 U8588,4
821,8842,sky130_fd_sc_hd__dfxtp_2 U8589,3
822,8844,sky130_fd_sc_hd__dfxtp_2 U8590,3
823,8845,sky130_fd_sc_hd__dfxtp_2 U8591,3
824,8846,sky130_fd_sc_hd__dfxtp_2 U8592,3
825,8847,sky130_fd_sc_hd__dfxtp_2 U8593,3
826,8848,sky130_fd_sc_hd__dfxtp_2 U8594,3
827,8849,sky130_fd_sc_hd__dfxtp_2 U8595,3
828,8850,sky130_fd_sc_hd__dfxtp_2 U8596,3
829,8851,sky130_fd_sc_hd__dfxtp_2 U8597,3
830,8852,sky130_fd_sc_hd__dfxtp_2 U8598,3
831,8853,sky130_fd_sc_hd__dfxtp_2 U8599,3
832,8856,sky130_fd_sc_hd__dfxtp_2 U8600,3
833,8857,sky130_fd_sc_hd__dfxtp_2 U8601,3
834,8858,sky130_fd_sc_hd__dfxtp_2 U8602,3
835,8859,sky130_fd_sc_hd__dfxtp_2 U8603,3
836,8860,sky130_fd_sc_hd__dfxtp_2 U8604,3
837,8861,sky130_fd_sc_hd__dfxtp_2 U8605,3
838,8862,sky130_fd_sc_hd__dfxtp_2 U8606,3
839,8863,sky130_fd_sc_hd__dfxtp_2 U8607,3
840,8864,sky130_fd_sc_hd__dfxtp_2 U8608,3
841,8865,sky130_fd_sc_hd__dfxtp_2 U8609,3
842,8867,sky130_fd_sc_hd__dfxtp_2 U8610,3
843,8868,sky130_fd_sc_hd__dfxtp_2 U8611,3
844,8869,sky130_fd_sc_hd__dfxtp_2 U8612,3
845,8870,sky130_fd_sc_hd__dfxtp_2 U8613,3
846,8871,sky130_fd_sc_hd__dfxtp_2 U8614,3
847,8872,sky130_fd_sc_hd__dfxtp_2 U8615,3
848,8873,sky130_fd_sc_hd__dfxtp_2 U8616,59
849,8874,sky130_fd_sc_hd__dfxtp_2 U8617,28
850,8875,sky130_fd_sc_hd__dfxtp_2 U8618,74
851,8876,sky130_fd_sc_hd__dfxtp_2 U8619,7
852,8878,sky130_fd_sc_hd__dfxtp_2 U8620,11
853,8879,sky130_fd_sc_hd__dfxtp_2 U8621,8
854,8880,sky130_fd_sc_hd__dfxtp_2 U8622,11
855,8881,sky130_fd_sc_hd__dfxtp_2 U8623,8
856,8882,sky130_fd_sc_hd__dfxtp_2 U8624,11
857,8883,sky130_fd_sc_hd__dfxtp_2 U8625,42
858,8884,sky130_fd_sc_hd__dfxtp_2 U8626,11
859,8885,sky130_fd_sc_hd__dfxtp_2 U8627,11
860,8886,sky130_fd_sc_hd__dfxtp_2 U8628,10
861,8887,sky130_fd_sc_hd__dfxtp_2 U8629,10
862,8889,sky130_fd_sc_hd__dfxtp_2 U8630,10
863,8890,sky130_fd_sc_hd__dfxtp_2 U8631,10
864,8891,sky130_fd_sc_hd__dfxtp_2 U8632,10
865,8892,sky130_fd_sc_hd__dfxtp_2 U8633,7
866,8893,sky130_fd_sc_hd__dfxtp_2 U8634,9
867,8894,sky130_fd_sc_hd__dfxtp_2 U8635,9
868,8895,sky130_fd_sc_hd__dfxtp_2 U8636,39
869,8896,sky130_fd_sc_hd__dfxtp_2 U8637,39
