,index,name of standard cell,number of fanout
870,8897,sky130_fd_sc_hd__dfxtp_2 U8638,39
871,8898,sky130_fd_sc_hd__dfxtp_2 U8639,10
872,8900,sky130_fd_sc_hd__dfxtp_2 U8640,39
873,8901,sky130_fd_sc_hd__dfxtp_2 U8641,39
874,8902,sky130_fd_sc_hd__dfxtp_2 U8642,7
875,8903,sky130_fd_sc_hd__dfxtp_2 U8643,38
876,8904,sky130_fd_sc_hd__dfxtp_2 U8644,39
877,8905,sky130_fd_sc_hd__dfxtp_2 U8645,9
878,8906,sky130_fd_sc_hd__dfxtp_2 U8646,9
879,8907,sky130_fd_sc_hd__dfxtp_2 U8647,39
880,8908,sky130_fd_sc_hd__dfxtp_2 U8648,39
881,8909,sky130_fd_sc_hd__dfxtp_2 U8649,39
882,8911,sky130_fd_sc_hd__dfxtp_2 U8650,39
883,8912,sky130_fd_sc_hd__dfxtp_2 U8651,39
884,8913,sky130_fd_sc_hd__dfxtp_2 U8652,39
885,8914,sky130_fd_sc_hd__dfxtp_2 U8653,9
886,8915,sky130_fd_sc_hd__dfxtp_2 U8654,41
887,8916,sky130_fd_sc_hd__dfxtp_2 U8655,41
888,8917,sky130_fd_sc_hd__dfxtp_2 U8656,41
889,8918,sky130_fd_sc_hd__dfxtp_2 U8657,68
890,8919,sky130_fd_sc_hd__dfxtp_2 U8658,29
891,8920,sky130_fd_sc_hd__dfxtp_2 U8659,28
892,8922,sky130_fd_sc_hd__dfxtp_2 U8660,27
893,8923,sky130_fd_sc_hd__dfxtp_2 U8661,26
894,8924,sky130_fd_sc_hd__dfxtp_2 U8662,25
895,8925,sky130_fd_sc_hd__dfxtp_2 U8663,24
896,8926,sky130_fd_sc_hd__dfxtp_2 U8664,22
897,8927,sky130_fd_sc_hd__dfxtp_2 U8665,21
898,8928,sky130_fd_sc_hd__dfxtp_2 U8666,20
899,8929,sky130_fd_sc_hd__dfxtp_2 U8667,48
900,8930,sky130_fd_sc_hd__dfxtp_2 U8668,25
901,8931,sky130_fd_sc_hd__dfxtp_2 U8669,2
902,8933,sky130_fd_sc_hd__dfxtp_2 U8670,2
903,8934,sky130_fd_sc_hd__dfxtp_2 U8671,2
904,8935,sky130_fd_sc_hd__dfxtp_2 U8672,2
905,8936,sky130_fd_sc_hd__dfxtp_2 U8673,2
906,8937,sky130_fd_sc_hd__dfxtp_2 U8674,52
907,8938,sky130_fd_sc_hd__dfxtp_2 U8675,51
908,8939,sky130_fd_sc_hd__dfxtp_2 U8676,50
909,8940,sky130_fd_sc_hd__dfxtp_2 U8677,49
910,8941,sky130_fd_sc_hd__dfxtp_2 U8678,61
911,8942,sky130_fd_sc_hd__dfxtp_2 U8679,71
912,8944,sky130_fd_sc_hd__dfxtp_2 U8680,70
913,8945,sky130_fd_sc_hd__dfxtp_2 U8681,69
914,8946,sky130_fd_sc_hd__dfxtp_2 U8682,35
915,8947,sky130_fd_sc_hd__dfxtp_2 U8683,68
916,8948,sky130_fd_sc_hd__dfxtp_2 U8684,43
917,8949,sky130_fd_sc_hd__dfxtp_2 U8685,10
918,8950,sky130_fd_sc_hd__dfxtp_2 U8686,37
919,8951,sky130_fd_sc_hd__dfxtp_2 U8687,39
920,8952,sky130_fd_sc_hd__dfxtp_2 U8688,4
921,8953,sky130_fd_sc_hd__dfxtp_2 U8689,5
922,8955,sky130_fd_sc_hd__dfxtp_2 U8690,5
923,8956,sky130_fd_sc_hd__dfxtp_2 U8691,51
924,8957,sky130_fd_sc_hd__dfxtp_2 U8692,44
925,8958,sky130_fd_sc_hd__dfxtp_2 U8693,12
926,8959,sky130_fd_sc_hd__dfxtp_2 U8694,32
927,8960,sky130_fd_sc_hd__dfxtp_2 U8695,1
928,8961,sky130_fd_sc_hd__dfxtp_2 U8696,161
929,8962,sky130_fd_sc_hd__dfxtp_2 U8697,161
930,8963,sky130_fd_sc_hd__dfxtp_2 U8698,1
931,8964,sky130_fd_sc_hd__dfxtp_2 U8699,1
932,8967,sky130_fd_sc_hd__dfxtp_2 U8700,1
933,8968,sky130_fd_sc_hd__dfxtp_2 U8701,1
934,8969,sky130_fd_sc_hd__dfxtp_2 U8702,1
935,8970,sky130_fd_sc_hd__dfxtp_2 U8703,1
936,8971,sky130_fd_sc_hd__dfxtp_2 U8704,1
937,8972,sky130_fd_sc_hd__dfxtp_2 U8705,1
938,8973,sky130_fd_sc_hd__dfxtp_2 U8706,1
939,8974,sky130_fd_sc_hd__dfxtp_2 U8707,1
940,8975,sky130_fd_sc_hd__dfxtp_2 U8708,1
941,8976,sky130_fd_sc_hd__dfxtp_2 U8709,1
942,8978,sky130_fd_sc_hd__dfxtp_2 U8710,1
943,8979,sky130_fd_sc_hd__dfxtp_2 U8711,1
944,8980,sky130_fd_sc_hd__dfxtp_2 U8712,1
945,8981,sky130_fd_sc_hd__dfxtp_2 U8713,1
946,8982,sky130_fd_sc_hd__dfxtp_2 U8714,1
947,8983,sky130_fd_sc_hd__dfxtp_2 U8715,1
948,8984,sky130_fd_sc_hd__dfxtp_2 U8716,1
949,8985,sky130_fd_sc_hd__dfxtp_2 U8717,1
950,8986,sky130_fd_sc_hd__dfxtp_2 U8718,1
951,8987,sky130_fd_sc_hd__dfxtp_2 U8719,1
952,8989,sky130_fd_sc_hd__dfxtp_2 U8720,1
953,8990,sky130_fd_sc_hd__dfxtp_2 U8721,1
954,8991,sky130_fd_sc_hd__dfxtp_2 U8722,1
955,8992,sky130_fd_sc_hd__dfxtp_2 U8723,1
956,8993,sky130_fd_sc_hd__dfxtp_2 U8724,1
957,8994,sky130_fd_sc_hd__dfxtp_2 U8725,1
958,8995,sky130_fd_sc_hd__dfxtp_2 U8726,1
959,8996,sky130_fd_sc_hd__dfxtp_2 U8727,1
960,8997,sky130_fd_sc_hd__dfxtp_2 U8728,1
961,8998,sky130_fd_sc_hd__dfxtp_2 U8729,1
962,9000,sky130_fd_sc_hd__dfxtp_2 U8730,1
963,9001,sky130_fd_sc_hd__dfxtp_2 U8731,1
964,9002,sky130_fd_sc_hd__dfxtp_2 U8732,1
965,9003,sky130_fd_sc_hd__dfxtp_2 U8733,1
966,9004,sky130_fd_sc_hd__dfxtp_2 U8734,993
967,9005,sky130_fd_sc_hd__dfxtp_2 U8735,993
968,9006,sky130_fd_sc_hd__dfxtp_2 U8736,993
969,9007,sky130_fd_sc_hd__dfxtp_2 U8737,993
970,9008,sky130_fd_sc_hd__dfxtp_2 U8738,993
971,9009,sky130_fd_sc_hd__dfxtp_2 U8739,4
972,9011,sky130_fd_sc_hd__dfxtp_2 U8740,6
973,9012,sky130_fd_sc_hd__dfxtp_2 U8741,8
974,9013,sky130_fd_sc_hd__dfxtp_2 U8742,10
975,9014,sky130_fd_sc_hd__dfxtp_2 U8743,12
976,9015,sky130_fd_sc_hd__dfxtp_2 U8744,14
977,9016,sky130_fd_sc_hd__dfxtp_2 U8745,16
978,9017,sky130_fd_sc_hd__dfxtp_2 U8746,18
979,9018,sky130_fd_sc_hd__dfxtp_2 U8747,20
980,9019,sky130_fd_sc_hd__dfxtp_2 U8748,22
981,9020,sky130_fd_sc_hd__dfxtp_2 U8749,24
982,9022,sky130_fd_sc_hd__dfxtp_2 U8750,26
983,9023,sky130_fd_sc_hd__dfxtp_2 U8751,28
984,9024,sky130_fd_sc_hd__dfxtp_2 U8752,30
985,9025,sky130_fd_sc_hd__dfxtp_2 U8753,32
986,9026,sky130_fd_sc_hd__dfxtp_2 U8754,34
987,9027,sky130_fd_sc_hd__dfxtp_2 U8755,36
988,9028,sky130_fd_sc_hd__dfxtp_2 U8756,38
989,9029,sky130_fd_sc_hd__dfxtp_2 U8757,40
990,9030,sky130_fd_sc_hd__dfxtp_2 U8758,42
991,9031,sky130_fd_sc_hd__dfxtp_2 U8759,44
992,9033,sky130_fd_sc_hd__dfxtp_2 U8760,46
993,9034,sky130_fd_sc_hd__dfxtp_2 U8761,48
994,9035,sky130_fd_sc_hd__dfxtp_2 U8762,50
995,9036,sky130_fd_sc_hd__dfxtp_2 U8763,52
996,9037,sky130_fd_sc_hd__dfxtp_2 U8764,54
997,9038,sky130_fd_sc_hd__dfxtp_2 U8765,56
998,9039,sky130_fd_sc_hd__dfxtp_2 U8766,58
999,9040,sky130_fd_sc_hd__dfxtp_2 U8767,60
1000,9041,sky130_fd_sc_hd__dfxtp_2 U8768,62
1001,9042,sky130_fd_sc_hd__dfxtp_2 U8769,64
1002,9044,sky130_fd_sc_hd__dfxtp_2 U8770,4
1003,9045,sky130_fd_sc_hd__dfxtp_2 U8771,4
1004,9046,sky130_fd_sc_hd__dfxtp_2 U8772,4
1005,9047,sky130_fd_sc_hd__dfxtp_2 U8773,4
1006,9048,sky130_fd_sc_hd__dfxtp_2 U8774,4
1007,9049,sky130_fd_sc_hd__dfxtp_2 U8775,3
1008,9050,sky130_fd_sc_hd__dfxtp_2 U8776,3
1009,9051,sky130_fd_sc_hd__dfxtp_2 U8777,3
1010,9052,sky130_fd_sc_hd__dfxtp_2 U8778,3
1011,9053,sky130_fd_sc_hd__dfxtp_2 U8779,3
1012,9055,sky130_fd_sc_hd__dfxtp_2 U8780,3
1013,9056,sky130_fd_sc_hd__dfxtp_2 U8781,3
1014,9057,sky130_fd_sc_hd__dfxtp_2 U8782,3
1015,9058,sky130_fd_sc_hd__dfxtp_2 U8783,3
1016,9059,sky130_fd_sc_hd__dfxtp_2 U8784,3
1017,9060,sky130_fd_sc_hd__dfxtp_2 U8785,3
1018,9061,sky130_fd_sc_hd__dfxtp_2 U8786,3
1019,9062,sky130_fd_sc_hd__dfxtp_2 U8787,3
1020,9063,sky130_fd_sc_hd__dfxtp_2 U8788,3
1021,9064,sky130_fd_sc_hd__dfxtp_2 U8789,3
1022,9066,sky130_fd_sc_hd__dfxtp_2 U8790,3
1023,9067,sky130_fd_sc_hd__dfxtp_2 U8791,3
1024,9068,sky130_fd_sc_hd__dfxtp_2 U8792,3
1025,9069,sky130_fd_sc_hd__dfxtp_2 U8793,3
1026,9070,sky130_fd_sc_hd__dfxtp_2 U8794,3
1027,9071,sky130_fd_sc_hd__dfxtp_2 U8795,3
1028,9072,sky130_fd_sc_hd__dfxtp_2 U8796,3
1029,9073,sky130_fd_sc_hd__dfxtp_2 U8797,3
1030,9074,sky130_fd_sc_hd__dfxtp_2 U8798,3
1031,9075,sky130_fd_sc_hd__dfxtp_2 U8799,3
1032,9078,sky130_fd_sc_hd__dfxtp_2 U8800,3
1033,9079,sky130_fd_sc_hd__dfxtp_2 U8801,3
1034,9080,sky130_fd_sc_hd__dfxtp_2 U8802,4
1035,9081,sky130_fd_sc_hd__dfxtp_2 U8803,4
1036,9082,sky130_fd_sc_hd__dfxtp_2 U8804,4
1037,9083,sky130_fd_sc_hd__dfxtp_2 U8805,4
1038,9084,sky130_fd_sc_hd__dfxtp_2 U8806,4
1039,9085,sky130_fd_sc_hd__dfxtp_2 U8807,3
1040,9086,sky130_fd_sc_hd__dfxtp_2 U8808,3
1041,9087,sky130_fd_sc_hd__dfxtp_2 U8809,3
1042,9089,sky130_fd_sc_hd__dfxtp_2 U8810,3
1043,9090,sky130_fd_sc_hd__dfxtp_2 U8811,3
1044,9091,sky130_fd_sc_hd__dfxtp_2 U8812,3
1045,9092,sky130_fd_sc_hd__dfxtp_2 U8813,3
1046,9093,sky130_fd_sc_hd__dfxtp_2 U8814,3
1047,9094,sky130_fd_sc_hd__dfxtp_2 U8815,3
1048,9095,sky130_fd_sc_hd__dfxtp_2 U8816,3
1049,9096,sky130_fd_sc_hd__dfxtp_2 U8817,3
1050,9097,sky130_fd_sc_hd__dfxtp_2 U8818,3
1051,9098,sky130_fd_sc_hd__dfxtp_2 U8819,3
1052,9100,sky130_fd_sc_hd__dfxtp_2 U8820,3
1053,9101,sky130_fd_sc_hd__dfxtp_2 U8821,3
1054,9102,sky130_fd_sc_hd__dfxtp_2 U8822,3
1055,9103,sky130_fd_sc_hd__dfxtp_2 U8823,3
1056,9104,sky130_fd_sc_hd__dfxtp_2 U8824,3
1057,9105,sky130_fd_sc_hd__dfxtp_2 U8825,3
1058,9106,sky130_fd_sc_hd__dfxtp_2 U8826,3
1059,9107,sky130_fd_sc_hd__dfxtp_2 U8827,3
1060,9108,sky130_fd_sc_hd__dfxtp_2 U8828,3
1061,9109,sky130_fd_sc_hd__dfxtp_2 U8829,3
1062,9111,sky130_fd_sc_hd__dfxtp_2 U8830,3
1063,9112,sky130_fd_sc_hd__dfxtp_2 U8831,3
1064,9113,sky130_fd_sc_hd__dfxtp_2 U8832,3
1065,9114,sky130_fd_sc_hd__dfxtp_2 U8833,3
1066,9115,sky130_fd_sc_hd__dfxtp_2 U8834,14
1067,9116,sky130_fd_sc_hd__dfxtp_2 U8835,14
1068,9117,sky130_fd_sc_hd__dfxtp_2 U8836,14
1069,9118,sky130_fd_sc_hd__dfxtp_2 U8837,14
1070,9119,sky130_fd_sc_hd__dfxtp_2 U8838,14
1071,9120,sky130_fd_sc_hd__dfxtp_2 U8839,14
1072,9122,sky130_fd_sc_hd__dfxtp_2 U8840,14
1073,9123,sky130_fd_sc_hd__dfxtp_2 U8841,4
1074,9124,sky130_fd_sc_hd__dfxtp_2 U8842,3
1075,9125,sky130_fd_sc_hd__dfxtp_2 U8843,3
1076,9126,sky130_fd_sc_hd__dfxtp_2 U8844,3
1077,9127,sky130_fd_sc_hd__dfxtp_2 U8845,3
1078,9128,sky130_fd_sc_hd__dfxtp_2 U8846,44
1079,9129,sky130_fd_sc_hd__dfxtp_2 U8847,44
1080,9130,sky130_fd_sc_hd__dfxtp_2 U8848,43
1081,9131,sky130_fd_sc_hd__dfxtp_2 U8849,8
1082,9133,sky130_fd_sc_hd__dfxtp_2 U8850,8
1083,9134,sky130_fd_sc_hd__dfxtp_2 U8851,8
1084,9135,sky130_fd_sc_hd__dfxtp_2 U8852,8
1085,9136,sky130_fd_sc_hd__dfxtp_2 U8853,8
1086,9137,sky130_fd_sc_hd__dfxtp_2 U8854,7
1087,9138,sky130_fd_sc_hd__dfxtp_2 U8855,9
1088,9139,sky130_fd_sc_hd__dfxtp_2 U8856,9
1089,9140,sky130_fd_sc_hd__dfxtp_2 U8857,9
1090,9141,sky130_fd_sc_hd__dfxtp_2 U8858,9
1091,9142,sky130_fd_sc_hd__dfxtp_2 U8859,23
1092,9144,sky130_fd_sc_hd__dfxtp_2 U8860,23
1093,9145,sky130_fd_sc_hd__dfxtp_2 U8861,23
1094,9146,sky130_fd_sc_hd__dfxtp_2 U8862,23
1095,9147,sky130_fd_sc_hd__dfxtp_2 U8863,23
1096,9148,sky130_fd_sc_hd__dfxtp_2 U8864,23
1097,9149,sky130_fd_sc_hd__dfxtp_2 U8865,42
1098,9150,sky130_fd_sc_hd__dfxtp_2 U8866,32
1099,9151,sky130_fd_sc_hd__dfxtp_2 U8867,32
1100,9152,sky130_fd_sc_hd__dfxtp_2 U8868,32
1101,9153,sky130_fd_sc_hd__dfxtp_2 U8869,32
1102,9155,sky130_fd_sc_hd__dfxtp_2 U8870,32
1103,9156,sky130_fd_sc_hd__dfxtp_2 U8871,4
1104,9157,sky130_fd_sc_hd__dfxtp_2 U8872,4
1105,9158,sky130_fd_sc_hd__dfxtp_2 U8873,4
1106,9159,sky130_fd_sc_hd__dfxtp_2 U8874,4
1107,9160,sky130_fd_sc_hd__dfxtp_2 U8875,4
1108,9161,sky130_fd_sc_hd__dfxtp_2 U8876,3
1109,9162,sky130_fd_sc_hd__dfxtp_2 U8877,3
1110,9163,sky130_fd_sc_hd__dfxtp_2 U8878,3
1111,9164,sky130_fd_sc_hd__dfxtp_2 U8879,3
1112,9166,sky130_fd_sc_hd__dfxtp_2 U8880,3
1113,9167,sky130_fd_sc_hd__dfxtp_2 U8881,3
1114,9168,sky130_fd_sc_hd__dfxtp_2 U8882,3
1115,9169,sky130_fd_sc_hd__dfxtp_2 U8883,3
1116,9170,sky130_fd_sc_hd__dfxtp_2 U8884,3
1117,9171,sky130_fd_sc_hd__dfxtp_2 U8885,3
1118,9172,sky130_fd_sc_hd__dfxtp_2 U8886,3
1119,9173,sky130_fd_sc_hd__dfxtp_2 U8887,3
1120,9174,sky130_fd_sc_hd__dfxtp_2 U8888,3
1121,9175,sky130_fd_sc_hd__dfxtp_2 U8889,3
1122,9177,sky130_fd_sc_hd__dfxtp_2 U8890,3
1123,9178,sky130_fd_sc_hd__dfxtp_2 U8891,3
1124,9179,sky130_fd_sc_hd__dfxtp_2 U8892,3
1125,9180,sky130_fd_sc_hd__dfxtp_2 U8893,3
1126,9181,sky130_fd_sc_hd__dfxtp_2 U8894,3
1127,9182,sky130_fd_sc_hd__dfxtp_2 U8895,3
1128,9183,sky130_fd_sc_hd__dfxtp_2 U8896,3
1129,9184,sky130_fd_sc_hd__dfxtp_2 U8897,3
1130,9185,sky130_fd_sc_hd__dfxtp_2 U8898,3
1131,9186,sky130_fd_sc_hd__dfxtp_2 U8899,3
1132,9189,sky130_fd_sc_hd__dfxtp_2 U8900,3
1133,9190,sky130_fd_sc_hd__dfxtp_2 U8901,3
1134,9191,sky130_fd_sc_hd__dfxtp_2 U8902,3
1135,9192,sky130_fd_sc_hd__dfxtp_2 U8903,40
1136,9193,sky130_fd_sc_hd__dfxtp_2 U8904,39
1137,9194,sky130_fd_sc_hd__dfxtp_2 U8905,4
1138,9195,sky130_fd_sc_hd__dfxtp_2 U8906,4
1139,9196,sky130_fd_sc_hd__dfxtp_2 U8907,4
1140,9197,sky130_fd_sc_hd__dfxtp_2 U8908,4
1141,9198,sky130_fd_sc_hd__dfxtp_2 U8909,4
1142,9200,sky130_fd_sc_hd__dfxtp_2 U8910,3
1143,9201,sky130_fd_sc_hd__dfxtp_2 U8911,3
1144,9202,sky130_fd_sc_hd__dfxtp_2 U8912,3
1145,9203,sky130_fd_sc_hd__dfxtp_2 U8913,3
1146,9204,sky130_fd_sc_hd__dfxtp_2 U8914,3
1147,9205,sky130_fd_sc_hd__dfxtp_2 U8915,3
1148,9206,sky130_fd_sc_hd__dfxtp_2 U8916,3
1149,9207,sky130_fd_sc_hd__dfxtp_2 U8917,3
1150,9208,sky130_fd_sc_hd__dfxtp_2 U8918,3
1151,9209,sky130_fd_sc_hd__dfxtp_2 U8919,3
1152,9211,sky130_fd_sc_hd__dfxtp_2 U8920,3
1153,9212,sky130_fd_sc_hd__dfxtp_2 U8921,3
1154,9213,sky130_fd_sc_hd__dfxtp_2 U8922,3
1155,9214,sky130_fd_sc_hd__dfxtp_2 U8923,3
1156,9215,sky130_fd_sc_hd__dfxtp_2 U8924,3
1157,9216,sky130_fd_sc_hd__dfxtp_2 U8925,3
1158,9217,sky130_fd_sc_hd__dfxtp_2 U8926,3
1159,9218,sky130_fd_sc_hd__dfxtp_2 U8927,3
1160,9219,sky130_fd_sc_hd__dfxtp_2 U8928,3
1161,9220,sky130_fd_sc_hd__dfxtp_2 U8929,3
1162,9222,sky130_fd_sc_hd__dfxtp_2 U8930,3
1163,9223,sky130_fd_sc_hd__dfxtp_2 U8931,3
1164,9224,sky130_fd_sc_hd__dfxtp_2 U8932,3
1165,9225,sky130_fd_sc_hd__dfxtp_2 U8933,3
1166,9226,sky130_fd_sc_hd__dfxtp_2 U8934,3
1167,9227,sky130_fd_sc_hd__dfxtp_2 U8935,3
1168,9228,sky130_fd_sc_hd__dfxtp_2 U8936,3
1169,9229,sky130_fd_sc_hd__dfxtp_2 U8937,4
1170,9230,sky130_fd_sc_hd__dfxtp_2 U8938,4
1171,9231,sky130_fd_sc_hd__dfxtp_2 U8939,4
1172,9233,sky130_fd_sc_hd__dfxtp_2 U8940,4
1173,9234,sky130_fd_sc_hd__dfxtp_2 U8941,4
1174,9235,sky130_fd_sc_hd__dfxtp_2 U8942,3
1175,9236,sky130_fd_sc_hd__dfxtp_2 U8943,3
1176,9237,sky130_fd_sc_hd__dfxtp_2 U8944,3
1177,9238,sky130_fd_sc_hd__dfxtp_2 U8945,3
1178,9239,sky130_fd_sc_hd__dfxtp_2 U8946,3
1179,9240,sky130_fd_sc_hd__dfxtp_2 U8947,3
1180,9241,sky130_fd_sc_hd__dfxtp_2 U8948,3
1181,9242,sky130_fd_sc_hd__dfxtp_2 U8949,3
1182,9244,sky130_fd_sc_hd__dfxtp_2 U8950,3
1183,9245,sky130_fd_sc_hd__dfxtp_2 U8951,3
1184,9246,sky130_fd_sc_hd__dfxtp_2 U8952,3
1185,9247,sky130_fd_sc_hd__dfxtp_2 U8953,3
1186,9248,sky130_fd_sc_hd__dfxtp_2 U8954,3
1187,9249,sky130_fd_sc_hd__dfxtp_2 U8955,3
1188,9250,sky130_fd_sc_hd__dfxtp_2 U8956,3
1189,9251,sky130_fd_sc_hd__dfxtp_2 U8957,3
1190,9252,sky130_fd_sc_hd__dfxtp_2 U8958,3
1191,9253,sky130_fd_sc_hd__dfxtp_2 U8959,3
1192,9255,sky130_fd_sc_hd__dfxtp_2 U8960,3
1193,9256,sky130_fd_sc_hd__dfxtp_2 U8961,3
1194,9257,sky130_fd_sc_hd__dfxtp_2 U8962,3
1195,9258,sky130_fd_sc_hd__dfxtp_2 U8963,3
1196,9259,sky130_fd_sc_hd__dfxtp_2 U8964,3
1197,9260,sky130_fd_sc_hd__dfxtp_2 U8965,3
1198,9261,sky130_fd_sc_hd__dfxtp_2 U8966,3
1199,9262,sky130_fd_sc_hd__dfxtp_2 U8967,3
1200,9263,sky130_fd_sc_hd__dfxtp_2 U8968,3
1201,9264,sky130_fd_sc_hd__dfxtp_2 U8969,4
1202,9266,sky130_fd_sc_hd__dfxtp_2 U8970,4
1203,9267,sky130_fd_sc_hd__dfxtp_2 U8971,4
1204,9268,sky130_fd_sc_hd__dfxtp_2 U8972,4
1205,9269,sky130_fd_sc_hd__dfxtp_2 U8973,4
1206,9270,sky130_fd_sc_hd__dfxtp_2 U8974,3
1207,9271,sky130_fd_sc_hd__dfxtp_2 U8975,3
1208,9272,sky130_fd_sc_hd__dfxtp_2 U8976,3
1209,9273,sky130_fd_sc_hd__dfxtp_2 U8977,3
1210,9274,sky130_fd_sc_hd__dfxtp_2 U8978,3
1211,9275,sky130_fd_sc_hd__dfxtp_2 U8979,3
1212,9277,sky130_fd_sc_hd__dfxtp_2 U8980,3
1213,9278,sky130_fd_sc_hd__dfxtp_2 U8981,3
1214,9279,sky130_fd_sc_hd__dfxtp_2 U8982,3
1215,9280,sky130_fd_sc_hd__dfxtp_2 U8983,3
1216,9281,sky130_fd_sc_hd__dfxtp_2 U8984,3
1217,9282,sky130_fd_sc_hd__dfxtp_2 U8985,3
1218,9283,sky130_fd_sc_hd__dfxtp_2 U8986,3
1219,9284,sky130_fd_sc_hd__dfxtp_2 U8987,3
1220,9285,sky130_fd_sc_hd__dfxtp_2 U8988,3
1221,9286,sky130_fd_sc_hd__dfxtp_2 U8989,3
1222,9288,sky130_fd_sc_hd__dfxtp_2 U8990,3
1223,9289,sky130_fd_sc_hd__dfxtp_2 U8991,3
1224,9290,sky130_fd_sc_hd__dfxtp_2 U8992,3
1225,9291,sky130_fd_sc_hd__dfxtp_2 U8993,3
1226,9292,sky130_fd_sc_hd__dfxtp_2 U8994,3
1227,9293,sky130_fd_sc_hd__dfxtp_2 U8995,3
1228,9294,sky130_fd_sc_hd__dfxtp_2 U8996,3
1229,9295,sky130_fd_sc_hd__dfxtp_2 U8997,3
1230,9296,sky130_fd_sc_hd__dfxtp_2 U8998,3
1231,9297,sky130_fd_sc_hd__dfxtp_2 U8999,3
1232,9301,sky130_fd_sc_hd__dfxtp_2 U9000,3
1233,9302,sky130_fd_sc_hd__dfxtp_2 U9001,4
1234,9303,sky130_fd_sc_hd__dfxtp_2 U9002,1136
1235,9304,sky130_fd_sc_hd__dfxtp_2 U9003,73
1236,9305,sky130_fd_sc_hd__dfxtp_2 U9004,44
1237,9306,sky130_fd_sc_hd__dfxtp_2 U9005,74
1238,9307,sky130_fd_sc_hd__dfxtp_2 U9006,40
1239,9308,sky130_fd_sc_hd__dfxtp_2 U9007,77
1240,9309,sky130_fd_sc_hd__dfxtp_2 U9008,4
1241,9310,sky130_fd_sc_hd__dfxtp_2 U9009,4
1242,9312,sky130_fd_sc_hd__dfxtp_2 U9010,4
1243,9313,sky130_fd_sc_hd__dfxtp_2 U9011,4
1244,9314,sky130_fd_sc_hd__dfxtp_2 U9012,4
1245,9315,sky130_fd_sc_hd__dfxtp_2 U9013,3
1246,9316,sky130_fd_sc_hd__dfxtp_2 U9014,3
1247,9317,sky130_fd_sc_hd__dfxtp_2 U9015,3
1248,9318,sky130_fd_sc_hd__dfxtp_2 U9016,3
1249,9319,sky130_fd_sc_hd__dfxtp_2 U9017,3
1250,9320,sky130_fd_sc_hd__dfxtp_2 U9018,3
1251,9321,sky130_fd_sc_hd__dfxtp_2 U9019,3
1252,9323,sky130_fd_sc_hd__dfxtp_2 U9020,3
1253,9324,sky130_fd_sc_hd__dfxtp_2 U9021,3
1254,9325,sky130_fd_sc_hd__dfxtp_2 U9022,3
1255,9326,sky130_fd_sc_hd__dfxtp_2 U9023,3
1256,9327,sky130_fd_sc_hd__dfxtp_2 U9024,3
1257,9328,sky130_fd_sc_hd__dfxtp_2 U9025,3
1258,9329,sky130_fd_sc_hd__dfxtp_2 U9026,3
1259,9330,sky130_fd_sc_hd__dfxtp_2 U9027,3
1260,9331,sky130_fd_sc_hd__dfxtp_2 U9028,3
1261,9332,sky130_fd_sc_hd__dfxtp_2 U9029,3
1262,9334,sky130_fd_sc_hd__dfxtp_2 U9030,3
1263,9335,sky130_fd_sc_hd__dfxtp_2 U9031,3
1264,9336,sky130_fd_sc_hd__dfxtp_2 U9032,3
1265,9337,sky130_fd_sc_hd__dfxtp_2 U9033,3
1266,9338,sky130_fd_sc_hd__dfxtp_2 U9034,3
1267,9339,sky130_fd_sc_hd__dfxtp_2 U9035,3
1268,9340,sky130_fd_sc_hd__dfxtp_2 U9036,3
1269,9341,sky130_fd_sc_hd__dfxtp_2 U9037,3
1270,9342,sky130_fd_sc_hd__dfxtp_2 U9038,3
1271,9343,sky130_fd_sc_hd__dfxtp_2 U9039,3
1272,9345,sky130_fd_sc_hd__dfxtp_2 U9040,4
1273,9346,sky130_fd_sc_hd__dfxtp_2 U9041,4
1274,9347,sky130_fd_sc_hd__dfxtp_2 U9042,4
1275,9348,sky130_fd_sc_hd__dfxtp_2 U9043,4
1276,9349,sky130_fd_sc_hd__dfxtp_2 U9044,4
1277,9350,sky130_fd_sc_hd__dfxtp_2 U9045,3
1278,9351,sky130_fd_sc_hd__dfxtp_2 U9046,3
1279,9352,sky130_fd_sc_hd__dfxtp_2 U9047,3
1280,9353,sky130_fd_sc_hd__dfxtp_2 U9048,3
1281,9354,sky130_fd_sc_hd__dfxtp_2 U9049,3
1282,9356,sky130_fd_sc_hd__dfxtp_2 U9050,3
1283,9357,sky130_fd_sc_hd__dfxtp_2 U9051,3
1284,9358,sky130_fd_sc_hd__dfxtp_2 U9052,3
1285,9359,sky130_fd_sc_hd__dfxtp_2 U9053,3
1286,9360,sky130_fd_sc_hd__dfxtp_2 U9054,3
1287,9361,sky130_fd_sc_hd__dfxtp_2 U9055,3
1288,9362,sky130_fd_sc_hd__dfxtp_2 U9056,3
1289,9363,sky130_fd_sc_hd__dfxtp_2 U9057,3
1290,9364,sky130_fd_sc_hd__dfxtp_2 U9058,3
1291,9365,sky130_fd_sc_hd__dfxtp_2 U9059,3
1292,9367,sky130_fd_sc_hd__dfxtp_2 U9060,3
1293,9368,sky130_fd_sc_hd__dfxtp_2 U9061,3
1294,9369,sky130_fd_sc_hd__dfxtp_2 U9062,3
1295,9370,sky130_fd_sc_hd__dfxtp_2 U9063,3
1296,9371,sky130_fd_sc_hd__dfxtp_2 U9064,3
